bus_id,name,lat,lon,voltage_kv,province,island,bus_type,p_mw,q_mvar,is_synthetic,data_source,v1_code,v1_bus_type
sub_cadiz_substation_56,"Cadiz substation, Negros Occidental",10.93479942297834,123.28656342987183,230.0,Negros Occidental,Negros,substation,,,False,osm,06CADIZ,substation
tower_0001,tower_0001,10.729805799999998,123.0300696,138.0,Negros Occidental,Negros,tower,,,True,osm,,
tower_0003,tower_0003,12.5700928,124.27102259999998,350.0,Northern Samar,Samar,tower,,,True,osm,,
sub_allen_substation_85,Allen Substation,12.503221999206996,124.28950332393497,69.0,Northern Samar,Samar,substation,,,False,osm,,
tower_0004,tower_0004,12.521621899999998,124.4304375,69.0,Northern Samar,Samar,tower,,,True,osm,,
tower_0005,tower_0005,11.3033457,124.9524156,69.0,Leyte,Leyte,tower,,,True,osm,,
tower_0006,tower_0006,11.2374875,124.9807937,69.0,Leyte,Leyte,tower,,,True,osm,,
sub_cebu_city_substation_14,Cebu City Substation,10.359713175255262,123.9179639865472,230.0,Cebu,Cebu,substation,,,False,osm,,
sub_compostela_substation_15,"Compostela substation, Cebu",10.467072303401958,124.0071991447492,230.0,Cebu,Cebu,substation,,,False,osm,05COMPSTLA,substation
sub_naga_substation_16,"Colon substation, Cebu City",10.223362954628438,123.7586746590136,138.0,Cebu,Cebu,substation,,,False,osm,05COLON,substation
tower_0007,tower_0007,10.214962999999996,123.74617220000002,138.0,Cebu,Cebu,tower,,,True,osm,,
tower_0008,tower_0008,10.216487699999998,123.75648830000002,138.0,Cebu,Cebu,tower,,,True,osm,,
tower_0011,tower_0011,11.1478585,124.6034038,230.0,Leyte,Leyte,tower,,,True,osm,,
sub_tabango_substation_57,"Tabango substation, Northern Leyte",11.323097550956174,124.34275074793786,230.0,Leyte,Leyte,substation,,,False,osm,04TABANGO,substation
tower_0012,tower_0012,11.1315395,124.61049020000002,138.0,Leyte,Leyte,tower,,,True,osm,,
sub_osm_13,"Isabel substation, Leyte (Leyte geothermal connection)",10.919277748149586,124.44837198287688,138.0,Leyte,Leyte,substation,,,False,osm,04ISABEL,substation
tower_0013,tower_0013,11.162799100000004,124.9739054,69.0,Leyte,Leyte,tower,,,True,osm,,
tower_0014,tower_0014,10.9484788,125.0224727,69.0,Leyte,Leyte,tower,,,True,osm,,
tower_0015,tower_0015,11.1755605,124.9228171,69.0,Leyte,Leyte,tower,,,True,osm,,
tower_0016,tower_0016,11.2311406,124.7647604,69.0,Leyte,Leyte,tower,,,True,osm,,
tower_0017,tower_0017,10.824566399999998,124.99246490000002,69.0,Leyte,Leyte,tower,,,True,osm,,
tower_0018,tower_0018,10.5685369,124.9598776,69.0,Leyte,Leyte,tower,,,True,osm,,
tower_0019,tower_0019,10.3532694,124.9693399,69.0,Southern Leyte,Leyte,tower,,,True,osm,,
sub_maasin_substation_19,"Maasin substation, Southern Leyte",10.162570327606142,124.77862572203678,138.0,Southern Leyte,Leyte,substation,,,False,osm,04MAASIN,substation
tower_0020,tower_0020,10.5704578,124.958843,60.0,Leyte,Leyte,tower,,,True,osm,,
tower_0021,tower_0021,10.405198300000002,124.9868288,60.0,Southern Leyte,Leyte,tower,,,True,osm,,
sub_milagro_substation_104,"Ormoc 350 kV substation, Leyte",11.089602401779922,124.64149168103678,350.0,Leyte,Leyte,substation,,,False,osm,04ORMOC,hvdc
tower_0022,tower_0022,11.133634399999998,124.6133119,138.0,Leyte,Leyte,tower,,,True,osm,,
tower_0023,tower_0023,10.1556555,123.6892644,138.0,Cebu,Cebu,tower,,,True,osm,,
sub_daanbantayan_cable_terminal_27,Daanbantayan Cable Terminal,11.252493401308042,124.06613394103027,230.0,Cebu,Cebu,substation,,,False,osm,,
sub_suba_cable_terminal_29,"Samboan substation, Southern Cebu",9.551347753653149,123.30736013845151,138.0,Cebu,Cebu,substation,,,False,osm,05SAMBOAN,substation
tower_0024,tower_0024,11.290468399999998,124.6421724,69.0,Leyte,Leyte,tower,,,True,osm,,
sub_osm_83,sub_osm_83,10.387542788764245,123.64169811708568,138.0,Cebu,Cebu,substation,,,False,osm,,
sub_magdugo_substation_72,"Toledo BESS substation, Cebu",10.346307604309493,123.66666235621774,230.0,Cebu,Cebu,substation,,,False,osm,05TOLBESS,bess
sub_national_grid_corporation_of_the_philippines_34,"Calbayog substation, Samar",12.054293366035305,124.63518575126623,138.0,Samar,Samar,substation,,,False,osm,04CALBAYOG,substation
tower_0025,tower_0025,12.0804006,124.5923518,69.0,Samar,Samar,tower,,,True,osm,,
sub_bio_os_cable_terminal_66,Bio-os Cable Terminal,9.469543551148718,123.2022112884808,138.0,Negros Oriental,Negros,substation,,,False,osm,,
